submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
07/19/2020,CA,384692,384692,0,9329,0,7620,7620,0,90,0,07/21/2020 12:00:00 AM,Agree,Agree
05/20/2022,WA,1552367,,,5368,674,12863,,,30,0,05/20/2022 12:00:00 AM,N/A,N/A
03/04/2022,IL,3037199,3037199,0,1329,0,37108,32926,4182,54,14,03/05/2022 02:44:19 PM,Agree,Agree
05/16/2021,WA,421902,,,1389,205,5622,,,3,0,05/16/2021 12:00:00 AM,N/A,N/A
01/06/2021,CA,2482226,2482226,0,29892,0,27222,27222,0,415,0,01/08/2021 12:00:00 AM,Agree,Agree
04/02/2022,CA,9095256,8494005,601251,0,0,88207,,,0,0,04/04/2022 12:57:21 PM,Agree,Not agree
06/16/2022,CA,9839072,9169339,669733,0,0,91107,,,0,0,06/17/2022 01:23:40 PM,Agree,Not agree
02/14/2022,WA,1384361,,,1998,131,11373,,,57,0,02/14/2022 12:00:00 AM,N/A,N/A
02/24/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/08/2022,WA,1433088,,,1040,395,12105,,,29,0,03/08/2022 12:00:00 AM,N/A,N/A
07/02/2021,IL,1392552,1392552,0,356,0,25696,23245,2451,9,1,07/03/2021 01:44:06 PM,Agree,Agree
09/30/2021,WA,658085,,,2934,541,7726,,,72,0,09/30/2021 12:00:00 AM,N/A,N/A
11/09/2020,WA,121038,,,1335,19,2460,,,21,0,11/09/2020 12:00:00 AM,N/A,N/A
08/05/2020,IL,187752,186471,1281,1759,0,7770,7573,197,28,0,08/06/2020 02:12:27 PM,Agree,Agree
10/17/2020,WA,99328,,,898,41,2239,,,0,0,10/17/2020 12:00:00 AM,N/A,N/A
12/17/2021,CA,5178422,4909188,269234,7293,0,74996,,,117,0,12/18/2021 02:58:45 PM,Agree,Not agree
06/09/2022,CA,9717111,9058902,658209,0,0,90892,,,0,0,06/10/2022 01:14:48 PM,Agree,Not agree
11/16/2021,WA,755978,,,1305,254,9029,,,39,0,11/16/2021 12:00:00 AM,N/A,N/A
12/15/2021,WA,796130,,,1482,304,9635,,,27,0,12/15/2021 12:00:00 AM,N/A,N/A
02/24/2022,CA,8929768,8349967,579801,15674,8920,83784,,,215,0,02/25/2022 03:09:12 PM,Agree,Not agree
08/04/2021,IL,1430265,1430265,0,2364,0,25960,23476,2484,20,2,08/05/2021 02:32:13 PM,Agree,Agree
12/08/2021,WA,786979,,,1234,315,9497,,,37,0,12/08/2021 12:00:00 AM,N/A,N/A
04/23/2021,CA,3626656,3626656,0,1818,0,60086,60086,0,94,0,04/25/2021 12:00:00 AM,Agree,Agree
05/17/2020,WA,18481,,,161,0,1001,,,1,0,05/17/2020 12:00:00 AM,N/A,N/A
01/11/2021,IL,1033526,1033526,0,4776,0,19363,17627,1736,70,17,01/12/2021 02:48:35 PM,Agree,Agree
07/17/2021,CA,3904150,3748365,155785,0,0,63598,63598,0,0,0,07/19/2021 12:00:00 AM,Agree,Agree
11/21/2021,IL,1763866,1763866,0,0,0,29157,26227,2930,0,0,11/22/2021 03:21:21 PM,Agree,Agree
09/16/2021,IL,1586741,1586741,0,4349,0,27113,24492,2621,52,11,09/17/2021 01:28:36 PM,Agree,Agree
12/13/2021,IL,1904259,1904259,0,19515,0,29954,26906,3048,112,7,12/14/2021 02:53:14 PM,Agree,Agree
07/26/2021,CA,3969141,3807971,161170,21940,0,63806,63806,0,65,0,07/28/2021 12:00:00 AM,Agree,Agree
02/20/2020,WA,1,,,0,0,0,,,0,0,02/20/2020 12:00:00 AM,N/A,N/A
02/10/2022,CA,8752983,8181224,571759,10751,-4080,81074,,,162,0,02/11/2022 02:35:19 PM,Agree,Not agree
07/05/2021,WA,452803,,,327,74,5954,,,5,0,07/05/2021 12:00:00 AM,N/A,N/A
01/03/2021,IL,979821,979821,0,4469,0,18322,16755,1567,105,24,01/04/2021 02:55:45 PM,Agree,Agree
02/22/2022,IL,3019951,3019951,0,6242,0,36516,32431,4085,156,24,02/23/2022 03:07:10 PM,Agree,Agree
08/18/2021,WA,519267,,,2712,805,6297,,,28,0,08/18/2021 12:00:00 AM,N/A,N/A
05/11/2022,IL,3195244,3195244,0,6158,0,37994,33695,4299,12,1,05/12/2022 01:16:14 PM,Agree,Agree
08/23/2021,IL,1491582,1491582,0,3071,0,26275,23761,2514,20,4,08/24/2021 02:24:26 PM,Agree,Agree
04/15/2020,CA,24424,24424,0,1171,0,788,788,0,96,0,04/17/2020 12:00:00 AM,Agree,Agree
05/25/2022,CA,9493324,8853498,639826,0,0,90488,,,0,0,05/26/2022 01:18:31 PM,Agree,Not agree
05/28/2021,CA,3682099,3682099,0,4864,0,62025,62025,0,170,0,05/30/2021 12:00:00 AM,Agree,Agree
02/20/2020,CA,15,15,0,0,0,0,0,0,0,0,02/22/2020 12:00:00 AM,Agree,Agree
02/24/2021,CA,3455361,3455361,0,5303,0,49470,49470,0,341,0,02/26/2021 12:00:00 AM,Agree,Agree
09/19/2021,CA,4615987,4415892,200095,9038,0,67608,67608,0,125,0,09/21/2021 12:00:00 AM,Agree,Agree
03/04/2021,IL,1193260,1193260,0,1740,0,22902,20668,2234,49,7,03/05/2021 04:11:33 PM,Agree,Agree
05/20/2020,CA,84057,84057,0,2262,0,3374,3374,0,124,0,05/22/2020 12:00:00 AM,Agree,Agree
05/12/2022,CA,9307414,8687626,619788,0,0,89957,,,0,0,05/13/2022 01:28:57 PM,Agree,Not agree
12/24/2021,CA,5264182,4990016,274166,20401,0,75461,,,78,0,12/25/2021 02:11:33 PM,Agree,Not agree
07/01/2022,IL,3435405,3435405,0,4562,0,38601,34150,4451,13,1,07/02/2022 01:29:57 PM,Agree,Agree
07/27/2020,CA,460550,460550,0,6891,0,8412,8412,0,30,0,07/29/2020 12:00:00 AM,Agree,Agree
06/25/2020,IL,140434,139434,1000,894,0,7014,6810,204,40,0,06/26/2020 07:18:27 PM,Agree,Agree
05/10/2021,IL,1356391,1356391,0,1424,0,24590,22235,2355,13,1,05/11/2021 01:53:24 PM,Agree,Agree
06/14/2020,IL,133404,132543,861,672,0,6489,6308,181,19,0,06/15/2020 02:33:03 PM,Agree,Agree
03/10/2021,IL,1202709,1202709,0,1682,0,23067,20810,2257,28,-1,03/11/2021 03:36:21 PM,Agree,Agree
06/08/2020,CA,131319,131319,0,2507,0,4528,4528,0,27,0,06/10/2020 12:00:00 AM,Agree,Agree
11/07/2021,IL,1712986,1712986,0,0,0,28832,25948,2884,0,0,11/08/2021 03:35:12 PM,Agree,Agree
03/06/2020,CA,69,69,0,9,0,1,1,0,0,0,03/08/2020 12:00:00 AM,Agree,Agree
11/02/2021,WA,731459,,,1848,416,8696,,,37,0,11/02/2021 12:00:00 AM,N/A,N/A
10/25/2021,IL,1686048,1686048,0,5140,0,28477,25648,2829,63,5,10/26/2021 01:58:33 PM,Agree,Agree
01/07/2022,CA,5947810,5634357,313453,103606,0,76341,,,287,0,01/08/2022 02:31:47 PM,Agree,Not agree
06/03/2022,WA,1590660,,,3884,599,12968,,,10,0,06/03/2022 12:00:00 AM,N/A,N/A
05/05/2022,VA,1715479,1230452,485027,2677,964,20280,16919,3361,10,1,05/06/2022 01:14:55 PM,Agree,Agree
06/08/2022,VA,1814667,1298057,516610,3300,830,20440,17059,3381,4,-1,06/09/2022 01:20:35 PM,Agree,Agree
06/23/2021,VA,679331,528806,150525,194,72,11379,9609,1770,11,3,06/24/2021 03:16:23 PM,Agree,Agree
11/20/2021,VA,955099,706194,248905,0,0,14522,12195,2327,0,0,11/22/2021 01:59:30 PM,Agree,Agree
06/30/2022,VA,1872624,1337121,535503,3393,1144,20630,17216,3414,32,10,07/01/2022 01:36:08 PM,Agree,Agree
02/07/2022,VA,1588958,1133159,455799,11317,2602,17227,14324,2903,381,46,02/08/2022 03:02:12 PM,Agree,Agree
06/20/2020,VA,57994,55504,2490,551,0,1611,1508,103,4,0,06/21/2020 02:32:57 PM,Agree,Agree
04/30/2021,VA,660553,513463,147090,963,7,10777,9060,1717,7,3,05/01/2021 01:43:22 PM,Agree,Agree
04/10/2021,VA,635552,495627,139925,1227,301,10472,8780,1692,14,1,04/11/2021 01:50:11 PM,Agree,Agree
10/05/2020,VA,153182,144987,8195,625,77,3291,3077,214,15,1,10/06/2020 01:33:58 PM,Agree,Agree
05/29/2021,VA,675392,525447,149945,227,39,11173,9429,1744,13,2,05/30/2021 01:32:12 PM,Agree,Agree
05/23/2020,VA,36244,34451,1793,495,6,1171,1135,36,12,0,05/24/2020 02:15:55 PM,Agree,Agree
06/24/2022,VA,1855942,1326159,529783,2972,837,20520,17131,3389,1,0,06/25/2022 01:21:08 PM,Agree,Agree
02/05/2021,VA,526177,419383,106794,4710,1516,6774,5836,938,42,22,02/06/2021 04:05:17 PM,Agree,Agree
03/25/2022,VA,1665866,1192786,473080,770,-202,19628,16333,3295,18,8,03/26/2022 01:34:52 PM,Agree,Agree
06/26/2020,VA,61247,58611,2636,677,43,1724,1620,104,24,0,06/27/2020 05:51:58 PM,Agree,Agree
06/11/2022,VA,1820861,1302256,518605,0,0,20441,17060,3381,0,0,06/13/2022 12:26:25 PM,Agree,Agree
05/26/2022,VA,1777813,1272918,504895,3628,1094,20376,17000,3376,6,5,05/27/2022 01:29:41 PM,Agree,Agree
04/12/2021,VA,638910,497840,141070,2048,831,10506,8811,1695,20,3,04/13/2021 02:00:37 PM,Agree,Agree
07/11/2021,VA,682673,530886,151787,121,53,11450,9665,1785,0,0,07/12/2021 02:22:55 PM,Agree,Agree
06/17/2020,VA,56238,53769,2469,463,12,1586,1482,104,3,-1,06/18/2020 05:16:14 PM,Agree,Agree
07/02/2020,VA,63735,61039,2696,532,21,1816,1712,104,30,-1,07/03/2020 03:01:33 PM,Agree,Agree
12/09/2020,VA,271043,235720,35323,3914,1135,4335,3940,395,54,8,12/10/2020 02:50:16 PM,Agree,Agree
12/23/2021,VA,1049336,765001,284335,8755,3963,15294,12845,2449,36,4,12/24/2021 02:15:59 PM,Agree,Agree
12/11/2021,VA,995561,731823,263738,0,0,14929,12540,2389,0,0,12/13/2021 01:44:32 PM,Agree,Agree
06/21/2022,VA,1846906,1319738,527168,2592,890,20483,17104,3379,15,1,06/22/2022 01:43:28 PM,Agree,Agree
10/13/2020,VA,161610,152039,9571,805,123,3381,3141,240,9,0,10/14/2020 01:28:39 PM,Agree,Agree
01/18/2021,VA,451076,366159,84917,4526,1099,5798,5084,714,59,17,01/19/2021 02:37:00 PM,Agree,Agree
10/12/2021,VA,897979,669525,228454,2360,743,13286,11180,2106,67,10,10/13/2021 02:39:10 PM,Agree,Agree
04/08/2021,VA,632625,493454,139171,1542,542,10451,8755,1696,15,2,04/09/2021 02:11:49 PM,Agree,Agree
05/19/2020,VA,32908,31247,1661,763,55,1074,1040,34,33,0,05/20/2020 03:28:26 PM,Agree,Agree
01/02/2021,VA,363765,303881,59884,5010,1092,5124,4516,608,7,0,01/03/2021 02:53:25 PM,Agree,Agree
12/31/2021,VA,1133238,816511,316727,14713,5456,15601,13033,2568,14,5,01/01/2022 02:12:51 PM,Agree,Agree
12/31/2020,VA,354767,297054,57713,5183,1575,5081,4478,603,49,8,01/01/2021 02:49:07 PM,Agree,Agree
06/10/2022,VA,1820861,1302256,518605,3047,990,20441,17060,3381,0,0,06/11/2022 01:22:12 PM,Agree,Agree
06/24/2020,VA,59946,57384,2562,432,4,1675,1572,103,14,1,06/25/2020 02:07:27 PM,Agree,Agree
04/18/2021,VA,647111,503725,143386,978,296,10595,8893,1702,14,3,04/19/2021 03:04:26 PM,Agree,Agree
06/17/2021,VA,678506,528171,150335,113,28,11342,9575,1767,5,2,06/17/2021 12:00:00 AM,Agree,Agree
03/15/2021,VA,597141,469573,127568,1276,433,10104,8438,1666,44,29,03/16/2021 02:12:32 PM,Agree,Agree
07/21/2022,VA,1933366,1377097,556269,3648,1281,20867,17396,3471,14,7,07/22/2022 01:17:16 PM,Agree,Agree
08/03/2021,VA,701059,542190,158869,1717,567,11541,9745,1796,5,0,08/04/2021 03:17:10 PM,Agree,Agree
07/18/2021,VA,685788,532874,152914,416,131,11484,9694,1790,1,0,07/19/2021 02:21:19 PM,Agree,Agree
11/26/2020,VA,230445,205633,24812,1544,318,4044,3704,340,15,9,11/27/2020 03:07:59 PM,Agree,Agree
09/08/2021,VA,797348,603017,194331,3952,1381,12010,10149,1861,33,4,09/09/2021 02:36:12 PM,Agree,Agree
08/22/2020,VA,112072,107268,4804,0,0,2443,2324,119,0,0,08/23/2020 02:15:28 PM,Agree,Agree
10/18/2021,VA,909499,676927,232572,1736,696,13538,11385,2153,36,12,10/19/2021 03:01:15 PM,Agree,Agree
02/01/2022,VA,1558383,1111496,446887,6660,2669,16412,13618,2794,160,94,02/02/2022 03:18:51 PM,Agree,Agree
07/03/2022,VA,1875516,1339023,536493,0,0,20652,17223,3429,0,0,07/04/2022 01:23:48 PM,Agree,Agree
05/12/2022,VA,1733190,1242435,490755,3296,1156,20318,16955,3363,8,0,05/13/2022 01:28:57 PM,Agree,Agree
04/01/2021,VA,622339,486047,136292,1537,528,10279,8626,1653,10,-1,04/02/2021 01:56:15 PM,Agree,Agree
11/23/2020,VA,223583,200285,23298,2544,402,3979,3660,319,37,6,11/24/2020 03:27:55 PM,Agree,Agree
02/17/2021,VA,557896,441200,116696,2304,778,7090,6096,994,15,-1,02/18/2021 02:43:57 PM,Agree,Agree
07/06/2021,VA,681599,530298,151301,273,126,11436,9655,1781,2,0,07/07/2021 02:48:49 PM,Agree,Agree
02/06/2022,VA,1577641,1124444,453197,0,0,16846,13989,2857,0,0,02/07/2022 03:36:42 PM,Agree,Agree
06/15/2022,VA,1832648,1310258,522390,2526,855,20450,17072,3378,2,-1,06/16/2022 01:16:57 PM,Agree,Agree
03/21/2022,VA,1662140,1188747,473393,1534,-46,19543,16247,3296,46,12,03/22/2022 01:39:13 PM,Agree,Agree
09/02/2020,VA,123668,118190,5478,1126,77,2652,2519,133,11,0,09/03/2020 02:18:16 PM,Agree,Agree
11/19/2020,VA,213332,191972,21360,2544,729,3912,3605,307,16,5,11/20/2020 03:06:16 PM,Agree,Agree
09/07/2020,VA,128407,122711,5696,836,44,2686,2553,133,2,0,09/08/2020 02:47:00 PM,Agree,Agree
01/11/2021,VA,407947,336203,71744,4561,1088,5477,4833,644,84,9,01/12/2021 02:48:35 PM,Agree,Agree
11/18/2021,VA,953460,705230,248230,1762,750,14492,12170,2322,23,5,11/19/2021 03:04:49 PM,Agree,Agree
04/20/2020,VA,9630,9451,179,640,42,324,321,3,24,0,04/20/2020 04:22:39 PM,Agree,Agree
01/22/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/24/2022,VA,1636526,1167050,469476,1660,441,18538,15354,3184,97,14,02/25/2022 03:09:12 PM,Agree,Agree
02/02/2022,VA,1565522,1116282,449240,7139,2353,16548,13724,2824,136,30,02/03/2022 03:01:36 PM,Agree,Agree
05/08/2022,VA,1718169,1232227,485942,0,0,20288,16925,3363,0,0,05/09/2022 02:22:50 PM,Agree,Agree
10/20/2021,VA,913100,679262,233838,1779,583,13624,11461,2163,39,7,10/21/2021 01:44:20 PM,Agree,Agree
10/23/2020,VA,172372,160843,11529,1088,249,3578,3328,250,39,4,10/24/2020 01:26:44 PM,Agree,Agree
04/14/2022,VA,1683281,1208533,474748,1539,498,20023,16699,3324,35,12,04/15/2022 01:23:20 PM,Agree,Agree
06/10/2020,VA,52647,50275,2372,470,-20,1520,1413,107,6,1,06/11/2020 02:48:51 PM,Agree,Agree
09/22/2021,VA,846979,635157,211822,3767,1112,12463,10523,1940,54,1,09/23/2021 02:07:24 PM,Agree,Agree
06/13/2021,VA,677813,527560,150253,68,-9,11319,9554,1765,11,0,06/14/2021 03:07:59 PM,Agree,Agree
11/21/2020,VA,217797,195500,22297,2117,372,3938,3628,310,0,0,11/22/2020 03:02:23 PM,Agree,Agree
05/12/2020,VA,26746,25431,1315,946,116,927,899,28,36,1,05/13/2020 03:26:08 PM,Agree,Agree
06/09/2021,VA,677425,527193,150232,215,14,11270,9508,1762,10,1,06/10/2021 02:48:23 PM,Agree,Agree
01/10/2022,VA,1295431,927427,368004,48209,14452,15716,13130,2586,50,1,01/11/2022 02:42:53 PM,Agree,Agree
10/16/2021,VA,906030,674849,231181,1733,695,13467,11337,2130,35,11,10/18/2021 12:41:38 PM,Agree,Agree
08/03/2020,VA,94251,90728,3523,1145,19,2244,2134,110,26,0,08/04/2020 02:09:35 PM,Agree,Agree
05/01/2022,VA,1703631,1222622,481009,0,0,20237,16879,3358,0,0,05/02/2022 01:46:11 PM,Agree,Agree
01/09/2022,VA,1247222,893670,353552,0,0,15666,13081,2585,0,0,01/10/2022 03:08:19 PM,Agree,Agree
10/10/2020,VA,158716,149631,9085,811,113,3358,3120,238,4,0,10/11/2020 01:47:22 PM,Agree,Agree
06/25/2022,VA,1855942,1326159,529783,0,0,20520,17131,3389,0,0,06/27/2022 12:14:52 PM,Agree,Agree
07/16/2020,VA,75433,72516,2917,1002,56,2013,1909,104,6,0,07/17/2020 02:31:01 PM,Agree,Agree
11/01/2020,VA,183419,169513,13906,1026,189,3658,3402,256,3,0,11/02/2020 02:53:09 PM,Agree,Agree
04/13/2022,VA,1681742,1207492,474250,1195,312,19988,16676,3312,34,7,04/14/2022 03:28:01 PM,Agree,Agree
09/05/2020,VA,126926,121317,5609,1199,73,2678,2545,133,1,0,09/06/2020 02:09:04 PM,Agree,Agree
03/18/2020,VA,94,,,26,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/03/2021,VA,367536,306617,60919,3771,1035,5132,4522,610,8,2,01/04/2021 02:55:45 PM,Agree,Agree
04/29/2022,VA,1703631,1222622,481009,2172,614,20237,16879,3358,1,0,04/30/2022 01:19:13 PM,Agree,Agree
10/17/2020,VA,166138,155838,10300,900,130,3433,3186,247,11,0,10/18/2020 01:26:54 PM,Agree,Agree
04/26/2022,VA,1697578,1218452,479126,1529,555,20202,16849,3353,15,1,04/27/2022 01:16:30 PM,Agree,Agree
08/29/2020,VA,119747,114514,5233,938,47,2569,2436,133,1,0,08/30/2020 02:49:52 PM,Agree,Agree
02/22/2021,VA,567039,447840,119199,1769,571,7658,6590,1068,172,27,02/23/2021 02:51:13 PM,Agree,Agree
10/09/2021,VA,892333,665730,226603,1642,553,13155,11087,2068,32,14,10/11/2021 01:19:41 PM,Agree,Agree
02/09/2021,VA,537319,427188,110131,3203,1081,6932,5951,981,34,15,02/10/2021 02:52:16 PM,Agree,Agree
04/03/2022,VA,1670636,1198535,472101,0,0,19720,16429,3291,0,0,04/04/2022 02:11:32 PM,Agree,Agree
02/08/2021,VA,534116,425066,109050,3291,948,6898,5932,966,78,20,02/09/2021 03:24:29 PM,Agree,Agree
04/09/2020,VA,4509,,,467,,121,,,12,,04/08/2020 04:22:39 PM,Agree,Agree
10/28/2020,VA,178183,165384,12799,1429,353,3636,3384,252,20,0,10/29/2020 02:11:33 PM,Agree,Agree
03/16/2022,VA,1658581,1185200,473381,1172,-128,19430,16152,3278,38,4,03/17/2022 02:31:57 PM,Agree,Agree
10/30/2020,VA,181191,167704,13487,1552,399,3654,3398,256,11,4,10/31/2020 01:30:31 PM,Agree,Agree
02/27/2021,VA,576050,453932,122118,1736,468,8552,7334,1218,170,25,02/28/2021 02:48:18 PM,Agree,Agree
04/07/2022,VA,1675858,1203108,472750,1285,406,19859,16561,3298,36,9,04/08/2022 01:45:38 PM,Agree,Agree
05/04/2021,VA,663538,515827,147711,842,264,10844,9124,1720,21,7,05/05/2021 02:14:20 PM,Agree,Agree
07/04/2020,VA,65748,62981,2767,1355,64,1853,1746,107,8,3,07/05/2020 03:00:14 PM,Agree,Agree
05/16/2021,VA,670456,521930,148526,272,42,11029,9307,1722,11,1,05/17/2021 02:13:39 PM,Agree,Agree
04/24/2021,VA,654210,508565,145645,884,353,10691,8977,1714,16,2,04/25/2021 01:42:01 PM,Agree,Agree
07/10/2022,VA,1890973,1349116,541857,0,0,20740,17290,3450,0,0,07/11/2022 01:40:37 PM,Agree,Agree
02/19/2022,VA,1625498,1158769,466729,0,0,18086,14996,3090,0,0,02/21/2022 08:09:45 PM,Agree,Agree
03/01/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/30/2021,VA,504779,404469,100310,2558,621,6464,5657,807,15,4,01/31/2021 02:48:12 PM,Agree,Agree
01/17/2022,VA,1407415,1007729,399686,39144,9792,15822,13208,2614,13,6,01/18/2022 02:47:30 PM,Agree,Agree
10/16/2020,VA,165238,155068,10170,1114,172,3422,3175,247,14,0,10/17/2020 02:09:18 PM,Agree,Agree
05/06/2021,VA,665332,517412,147920,938,87,10874,9157,1717,13,1,05/07/2021 01:36:40 PM,Agree,Agree
11/03/2021,VA,932173,691953,240220,1494,519,14089,11831,2258,37,6,11/04/2021 03:01:34 PM,Agree,Agree
11/24/2020,VA,226301,202427,23874,2718,576,4008,3679,329,29,10,11/25/2020 02:53:15 PM,Agree,Agree
04/14/2020,VA,6500,,,329,,195,,,41,,04/13/2020 04:22:39 PM,Agree,Agree
11/23/2021,VA,960691,709796,250895,1535,518,14597,12253,2344,24,5,11/24/2021 03:13:47 PM,Agree,Agree
08/15/2021,VA,724022,556556,167466,1947,716,11621,9816,1805,3,1,08/16/2021 03:23:49 PM,Agree,Agree
08/09/2020,VA,100750,96808,3942,664,23,2327,2215,112,1,0,08/10/2020 02:23:35 PM,Agree,Agree
03/26/2021,VA,613975,480406,133569,1912,512,10179,8537,1642,24,2,03/27/2021 02:01:18 PM,Agree,Agree
07/22/2020,VA,81237,78182,3055,844,42,2054,1951,103,3,0,07/23/2020 02:48:19 PM,Agree,Agree
03/14/2020,VA,29,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/10/2021,VA,893975,666819,227156,1642,553,13187,11105,2082,32,14,10/11/2021 02:09:22 PM,Agree,Agree
12/26/2021,VA,1057946,770032,287914,0,0,15318,12858,2460,0,0,12/27/2021 04:13:05 PM,Agree,Agree
10/24/2020,VA,173371,161668,11703,999,174,3579,3329,250,1,0,10/25/2020 01:45:35 PM,Agree,Agree
12/12/2021,VA,995561,731823,263738,0,0,14929,12540,2389,0,0,12/13/2021 03:27:15 PM,Agree,Agree
12/13/2020,VA,285149,246566,38583,3240,593,4414,4009,405,3,0,12/14/2020 02:36:45 PM,Agree,Agree
04/16/2020,VA,7491,7406,85,602,85,231,231,0,23,0,04/16/2020 04:22:39 PM,Agree,Agree
05/02/2021,VA,661925,514450,147475,611,83,10807,9091,1716,16,-2,05/03/2021 01:58:14 PM,Agree,Agree
03/27/2022,VA,1665866,1192786,473080,0,0,19628,16333,3295,0,0,03/28/2022 02:00:06 PM,Agree,Agree
04/24/2022,VA,1691279,1214149,477130,0,0,20149,16807,3342,0,0,04/25/2022 01:33:47 PM,Agree,Agree
03/07/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/27/2022,VA,1638464,1168495,469969,0,0,18684,15479,3205,0,0,02/28/2022 02:56:19 PM,Agree,Agree
01/24/2022,VA,1492012,1065571,426441,27162,7871,16005,13364,2641,111,15,01/25/2022 02:33:43 PM,Agree,Agree
05/04/2022,VA,1712802,1228739,484063,2529,892,20270,16910,3360,14,0,05/05/2022 01:33:26 PM,Agree,Agree
01/01/2022,VA,1133238,816511,316727,0,0,15601,13033,2568,0,0,01/03/2022 01:55:55 PM,Agree,Agree
09/01/2021,VA,774098,588681,185417,4256,1793,11880,10035,1845,19,2,09/02/2021 01:49:05 PM,Agree,Agree
03/11/2022,VA,1654141,1180660,473481,915,7,19258,15998,3260,46,0,03/12/2022 02:36:52 PM,Agree,Agree
04/21/2020,VA,9630,9451,179,0,0,324,321,3,0,0,04/21/2020 04:22:39 PM,Agree,Agree
07/08/2021,VA,682147,530577,151570,257,129,11448,9664,1784,7,3,07/09/2021 01:56:56 PM,Agree,Agree
07/08/2020,VA,67988,65191,2797,613,5,1937,1832,105,32,-1,07/09/2020 03:14:15 PM,Agree,Agree
05/21/2022,VA,1759114,1259924,499190,0,0,20339,16979,3360,0,0,05/23/2022 01:14:47 PM,Agree,Agree
01/25/2022,VA,1503137,1072717,430420,11125,3979,16054,13407,2647,49,6,01/26/2022 03:12:02 PM,Agree,Agree
04/05/2022,VA,1673395,1201273,472122,932,-130,19789,16505,3284,35,1,04/06/2022 01:55:45 PM,Agree,Agree
03/15/2022,VA,1657409,1183900,473509,1220,-97,19392,16118,3274,34,-7,03/16/2022 01:23:12 PM,Agree,Agree
01/05/2021,VA,377300,313349,63951,5387,1697,5226,4604,622,35,3,01/06/2021 02:58:26 PM,Agree,Agree
10/15/2020,VA,164124,154126,9998,1183,174,3408,3161,247,20,8,10/16/2020 01:33:55 PM,Agree,Agree
06/18/2022,VA,1838210,1313938,524272,0,0,20456,17079,3377,0,0,06/20/2022 12:19:49 PM,Agree,Agree
12/02/2020,VA,244503,215768,28735,2022,641,4147,3798,349,34,4,12/03/2020 03:21:08 PM,Agree,Agree
04/11/2020,VA,5077,,,568,,130,,,9,,04/10/2020 04:22:39 PM,Agree,Agree
06/20/2021,VA,678649,528307,150342,49,3,11351,9582,1769,3,2,06/20/2021 12:00:00 AM,Agree,Agree
07/01/2020,VA,63203,60528,2675,416,12,1786,1681,105,23,0,07/02/2020 03:10:03 PM,Agree,Agree
08/13/2021,VA,720128,554094,166034,2302,832,11615,9812,1803,16,2,08/14/2021 02:46:52 PM,Agree,Agree
01/21/2022,VA,1464850,1046280,418570,13119,3879,15894,13268,2626,40,6,01/22/2022 02:22:36 PM,Agree,Agree
02/04/2021,VA,521467,416189,105278,5069,1428,6732,5816,916,82,21,02/05/2021 02:54:41 PM,Agree,Agree
03/22/2020,VA,254,,,102,,6,,,4,,03/26/2020 04:22:39 PM,Agree,Agree
09/28/2021,VA,863645,646564,217081,3151,1087,12697,10718,1979,49,6,09/29/2021 03:04:06 PM,Agree,Agree
06/19/2020,VA,57443,54953,2490,650,9,1607,1504,103,5,0,06/20/2020 02:15:45 PM,Agree,Agree
07/25/2020,VA,84567,81393,3174,958,45,2078,1975,103,3,0,07/26/2020 03:17:16 PM,Agree,Agree
06/30/2021,VA,680564,529672,150892,224,87,11419,9638,1781,4,1,07/01/2021 02:29:33 PM,Agree,Agree
07/12/2021,VA,683202,531311,151891,529,104,11459,9674,1785,9,0,07/13/2021 02:26:25 PM,Agree,Agree
10/22/2020,VA,171284,160004,11280,1180,236,3539,3293,246,15,-4,10/23/2020 01:44:31 PM,Agree,Agree
01/27/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/30/2020,VA,349584,293446,56138,5239,1525,5032,4437,595,48,5,12/31/2020 02:55:07 PM,Agree,Agree
03/05/2021,VA,584537,460273,124264,1477,-100,9519,8090,1429,91,50,03/06/2021 03:08:48 PM,Agree,Agree
08/15/2020,VA,106691,102303,4388,938,86,2382,2267,115,1,-1,08/16/2020 02:57:14 PM,Agree,Agree
09/14/2020,VA,135514,129259,6255,943,84,2839,2691,148,96,12,09/15/2020 02:03:59 PM,Agree,Agree
01/29/2022,VA,1535349,1095768,439581,0,0,16168,13497,2671,0,0,01/31/2022 03:12:12 PM,Agree,Agree
11/25/2021,VA,963739,711653,252086,1267,492,14635,12287,2348,19,4,11/26/2021 02:12:52 PM,Agree,Agree
02/18/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/04/2021,VA,676586,526442,150144,286,71,11229,9474,1755,7,3,06/05/2021 01:49:07 PM,Agree,Agree
