station.code,station.fr_code,line.num,line.name,line.name_sub,line.station_seq,station.name_full,station.name,station.name_chc,station.name_chn,station.name_en,station.name_jp,geo.latitude,geo.longitude,geo.sigungu_code,geo.sigungu_name,geo.addres_road,geo.address_land,geo.phone
220,220,2,2호선,을지로순환선,20,선릉,선릉,宣陵,宣陵,Seolleung,ソンルン,37.504503,127.049008,11230,강남구,서울특별시 강남구 테헤란로 지하340(삼성동),서울특별시 강남구 삼성동 172-66 선릉역(2호선),02-6110-2201
221,221,2,2호선,을지로순환선,21,역삼,역삼,驛三,驿三,Yeoksam,ヨッサム,37.500622,127.036456,11230,강남구,서울특별시 강남구 테헤란로 지하156(역삼동),서울특별시 강남구 역삼동 804 역삼역(2호선),02-6110-2211
222,222,2,2호선,을지로순환선,22,강남,강남,江南,江南,Gangnam,カンナム,37.497175,127.027926,11230,강남구,서울특별시 강남구 강남대로 지하396(역삼동),서울특별시 강남구 역삼동 858 강남역(2호선),02-6110-2221
223,223,2,2호선,을지로순환선,23,교대(법원.검찰청),교대|법원|검찰청,敎大(法院.檢察廳),首尔教育大学(法院·检察厅),Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),キョデ,37.493415,127.01408,11220,서초구,서울특별시 서초구 서초대로 지하294(서초동),서울특별시 서초구 서초동 1748-4 교대역(2호선),02-6110-2231
224,224,2,2호선,을지로순환선,24,서초,서초,瑞草,瑞草,Seocho,ソチョ,37.491897,127.007917,11220,서초구,서울특별시 서초구 서초대로 지하233(서초동),서울특별시 서초구 서초동 1748-5 서초역(2호선),02-6110-2241
225,225,2,2호선,을지로순환선,25,방배,방배,方背,方背,Bangbae,パンベ,37.481426,126.997596,11220,서초구,서울특별시 서초구 방배로 지하80(방배동),서울특별시 서초구 방배동 912-14 방배역(2호선),02-6110-2251
226,226,2,2호선,을지로순환선,26,사당,사당,舍堂,舍堂,Sadang,サダン,37.47653,126.981685,11200,동작구,서울특별시 동작구 남부순환로 지하2089(사당동),서울특별시 동작구 사당동 1129 사당역(2호선),02-6110-2261
227,227,2,2호선,을지로순환선,27,낙성대(강감찬),낙성대|강감찬,落星垈(姜邯贊),落星垈(姜邯赞),Nakseongdae(Ganggamchan),ナクソンデ(カン・ガムチャン),37.47693,126.963693,11210,관악구,서울특별시 관악구 남부순환로 지하1928(봉천동),서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),02-6110-2271
228,228,2,2호선,을지로순환선,28,서울대입구(관악구청),서울대입구|관악구청,서울大入口(冠岳區廳),首尔大学(冠岳区厅),Seoul Nat‘l Univ. (Gwanak-gu Office),ソウルデイック,37.481247,126.952739,11210,관악구,서울특별시 관악구 남부순환로 지하1822(봉천동),서울특별시 관악구 봉천동 979-2 서울대입구역(2호선),02-6110-2281
229,229,2,2호선,을지로순환선,29,봉천,봉천,奉天,奉天,Bongcheon,ポンチョン,37.482362,126.941892,11210,관악구,서울특별시 관악구 남부순환로 지하1721(봉천동),서울툭별시 관악구 봉천동 979-7 봉천역(2호선),02-6110-2291
230,230,2,2호선,을지로순환선,30,신림,신림,新林,新林,Sillim,シンリム,37.484201,126.929715,11210,관악구,서울특별시 관악구 남부순환로 지하1614(신림동),서울특별시 관악구 신림동 1467-10 신림역(2호선),02-6110-2301
231,231,2,2호선,을지로순환선,31,신대방,신대방,新大方,新大方,Sindaebang,シンデバン,37.487462,126.913149,11200,동작구,서울특별시 동작구 대림로 2(신대방동),서울특별시 동작구 신대방동 643-1 신대방역(2호선),02-6110-2311
232,232,2,2호선,을지로순환선,32,구로디지털단지,구로디지털단지,九老디지털團地,九老数码园区,Guro Digital Complex,クロ・デジタルダンジ,37.485266,126.901401,11170,구로구,서울특별시 구로구 도림천로 477(구로동),서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),02-6110-2321
233,233,2,2호선,을지로순환선,33,대림(구로구청),대림|구로구청,大林(九老區廳),大林(九老区厅),Daerim (Guro-gu Office),テリム,37.49297,126.895801,11170,구로구,서울특별시 구로구 도림천로 351(구로동),서울특별시 구로구 구로동 1204 대림역(2호선),02-6110-2331
234,234,2,2호선,을지로순환선|신정지선,34,신도림,신도림,新道林,新道林,Sindorim,シンドリム,37.508725,126.891295,11170,구로구,서울특별시 구로구 새말로 지하 117-21(신도림동),서울특별시 구로구 신도림동 460-26 신도림역(2호선),02-6110-2341
235,235,2,2호선,을지로순환선,35,문래,문래,文來,文来,Mullae,ムンレ,37.517933,126.89476,11190,영등포구,서울특별시 영등포구 당산로 지하28(문래동3가),서울특별시 영등포구 문래동3가 68-1 문래역(2호선),02-6110-2351
236,236,2,2호선,을지로순환선,36,영등포구청,영등포구청,永登浦區廳,永登浦区厅,Yeongdeungpo-gu Office,ヨンドゥンポグチョン,37.52497,126.895951,11190,영등포구,서울특별시 영등포구 당산로 지하121(당산동3가),서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),02-6110-2361
237,237,2,2호선,을지로순환선,37,당산,당산,堂山,堂山,Dangsan,タンサン,37.53438,126.902281,11190,영등포구,서울특별시 영등포구 당산로 229(당산동6가),서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),02-6110-2371
238,238,2,2호선,을지로순환선,38,합정,합정,合井,合井,Hapjeong,ハプチョン,37.549463,126.913739,11140,마포구,서울특별시 마포구 양화로 지하55(서교동),서울특별시 마포구 서교동 393 합정역(2호선),02-6110-2381
239,239,2,2호선,을지로순환선,39,홍대입구,홍대입구,弘大入口,弘益大学,Hongik Univ.,ホンデイック,37.557192,126.925381,11140,마포구,서울특별시 마포구 양화로 지하160(동교동),서울특별시 마포구 동교동 165 홍대입구역(2호선),02-6110-2391
240,240,2,2호선,을지로순환선,40,신촌,신촌,新村,新村,Sinchon,シンチョン(新村),37.555134,126.936893,11140,마포구,서울특별시 마포구 신촌로 지하90(노고산동),서울특별시 마포구 노고산동 31-11 신촌역(2호선),02-6110-2401
241,241,2,2호선,을지로순환선,41,이대,이대,梨大,梨花女子大学,Ewha Womans Univ.,イデ,37.556733,126.946013,11140,마포구,서울특별시 마포구 신촌로 지하180(염리동),서울특별시 마포구 염리동 8-85 이대역(2호선),02-6110-2411
242,242,2,2호선,을지로순환선,42,아현,아현,阿峴,阿岘,Ahyeon,アヒョン,37.557345,126.956141,11140,마포구,서울특별시 마포구 신촌로 지하270(아현동),서울특별시 마포구 아현동 354-23 아현역(2호선),02-6110-2421
243,243,2,2호선,을지로순환선,43,충정로(경기대입구),충정로|경기대입구,忠正路(京畿大入口),忠正路(京畿大学),Chungjeongno (Kyonggi Univ.),チュンジョンノ,37.559973,126.963672,11130,서대문구,서울특별시 서대문구 서소문로 지하17(충정로3가),서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),02-6110-2431
244,211-1,2,2호선,성수지선,101,용답,용답,龍踏,龙踏,Yongdap,ヨンダプ,37.561904,127.050899,11040,성동구,서울특별시 성동구 용답길 86(용답동),서울특별시 성동구 용답동 127 용답역(2호선),02-6110-1341
245,211-2,2,2호선,성수지선,102,신답,신답,新踏,新踏,Sindap,シンダプ,37.57004,127.046481,11040,성동구,서울특별시 성동구 천호대로 232(용답동),서울특별시 성동구 용답동 129-2 신답역(2호선),02-6110-1351
250,211-3,2,2호선,성수지선,103,용두(동대문구청),용두|동대문구청,龍頭(東大門區廳),新亭十字路口,Sinjeongnegeori,シンジョンネゴリ,37.574028,127.038091,11060,동대문구,서울특별시 동대문구 천호대로 지하129(용두동),서울특별시 동대문구 용두동 47-1 용두역(2호선),02-6110-1361
246,211-4,2,2호선,성수지선,104,신설동,신설동,新設洞,龙头(东大门区厅),Yongdu (Dongdaemun-gu Office),ヨンドゥ,37.575297,127.025087,11060,동대문구,서울특별시 동대문구 왕산로 지하 1(신설동),서울특별시 동대문구 신설동 76-5 신설동역(2호선),02-6110-1371
247,234-1,2,2호선,신정지선,101,도림천,도림천,道林川,新设洞,Sinseoldong,シンソルトン,37.514287,126.882768,11170,구로구,서울특별시 구로구 경인로67길 160(신도림동),서울특별시 구로구 신도림동 323-16 도림천역(2호선),02-6110-2441
248,234-2,2,2호선,신정지선,102,양천구청,양천구청,陽川區廳,道林川,Dorimcheon,トリムチョン,37.512398,126.865819,11150,양천구,서울특별시 양천구 목동로3길 지하33(신정동),서울특별시 양천구 신정동 276-7 양천구청역(2호선),02-6110-2451
249,234-3,2,2호선,신정지선,103,신정네거리,신정네거리,新亭네거리,阳川区厅,Yangcheon-gu Office,ヤンチョングチョン,37.520074,126.852912,11150,양천구,서울특별시 양천구 중앙로 지하261(신정동),서울특별시 양천구 신정동 1231 신정네거리역(2호선),02-6110-2461
200,234-4,2,2호선,신정지선,104,까치산,까치산,까치山,喜鹊山,Kkachisan,カチサン,37.531768,126.846683,11160,강서구,서울특별시 강서구 강서로 지하54(화곡동),서울특별시 강서구 화곡동 662-5 까치산역(5호선),02-6311-5181
309,319,3,3호선,지하철3호선,1,지축,지축,紙木丑,纸杻,Jichuk,チチュク,37.648048,126.913951,31101,고양시덕양구,경기도 고양시 덕양구 삼송로 300(지축동),경기도 고양시 덕양구 지축동 818-64 지축역(3호선),02-6110-3191
310,320,3,3호선,지하철3호선,2,구파발,구파발,舊把撥,旧把拨,Gupabal,クパバル,37.636763,126.918821,11120,은평구,서울특별시 은평구 진관2로 지하15-25 (진관동),서울특별시 은평구 진관동 67-26 구파발역(3호선),02-6110-3201
311,321,3,3호선,지하철3호선,3,연신내,연신내,연신내,延新川,Yeonsinnae,ヨンシンネ,37.619001,126.921008,11120,은평구,서울특별시 은평구 통일로 지하849(갈현동),서울특별시 은평구 갈현동 397 연신내역(3호선),02-6110-3211
312,322,3,3호선,지하철3호선,4,불광,불광,佛光,佛光,Bulgwang,プルグァン,37.610469,126.929887,11120,은평구,서울특별시 은평구 통일로 지하723-1(대조동),서울특별시 은평구 대조동 13-10 불광역(3호선),02-6110-3221
313,323,3,3호선,지하철3호선,5,녹번,녹번,碌磻,碌磻,Nokbeon,ノッポン,37.600927,126.935756,11120,은평구,서울특별시 은평구 통일로 지하602-1(녹번동),서울특별시 은평구 녹번동 55 녹번역(3호선),02-6110-3231
314,324,3,3호선,지하철3호선,6,홍제,홍제,弘濟,弘济,Hongje,ホンジェ,37.589066,126.943736,11130,서대문구,서울특별시 서대문구 통일로 지하440-1(홍제동),서울특별시 서대문구 홍제동 161-1 홍제역(3호선),02-6110-3241
315,325,3,3호선,지하철3호선,7,무악재,무악재,毋岳재,毋岳岭,Muakjae,ムアクチェ,37.582299,126.950291,11130,서대문구,서울특별시 서대문구 통일로 지하361(홍제동),서울특별시 서대문구 홍제동 26-1 무악재역(3호선),02-6110-3251
316,326,3,3호선,지하철3호선,8,독립문,독립문,獨立門,独立门,Dongnimmun,トンニンムン,37.574571,126.957748,11130,서대문구,서울특별시 서대문구 통일로 지하247(현저동),서울특별시 서대문구 현저동 101 독립문역(3호선),02-6110-3261
317,327,3,3호선,지하철3호선,9,경복궁(정부서울청사),경복궁|정부서울청사,景福宮(政府中央廳舍),景福宫(政府首尔厅舍),Gyeongbokgung (Government Complex-Seoul),キョンボックン,37.575762,126.97353,11010,종로구,서울특별시 종로구 사직로 지하130(적선동),서울특별시 종로구 적선동 81-1 경복궁역(3호선),02-6110-3271
318,328,3,3호선,지하철3호선,10,안국,안국,安國,安国,Anguk,アングク,37.576477,126.985443,11010,종로구,서울특별시 종로구 율곡로 지하62(안국동),서울특별시 종로구 안국동 73-1 안국역(3호선),02-6110-3281
319,329,3,3호선,지하철3호선,11,종로3가(탑골공원),종로3가|탑골공원,鍾路3街(탑골공원),钟路三街,Jongno 3(sam)ga,チョンノサムガ,37.571607,126.991806,11010,종로구,서울특별시 종로구 돈화문로 지하30(묘동),서울특별시 종로구 묘동 20-5 종로3가역(3호선),02-6110-3291
320,330,3,3호선,지하철3호선,12,을지로3가,을지로3가,乙支路3街,乙支路三街,Euljiro 3(sam)ga,ウルチロサムガ,37.566295,126.99191,11020,중구,서울특별시 중구 을지로 지하129(을지로3가),서울특별시 중구 을지로3가 282-8 을지로3가역(3호선),02-6110-3301
321,331,3,3호선,지하철3호선,13,충무로,충무로,忠武路,忠武路,Chungmuro,チュンムロ,37.561243,126.99428,11020,중구,서울특별시 중구 퇴계로 지하214(필동2가),서울특별시 중구 필동2가 16-2 충무로역(3호선),02-6110-4231
322,332,3,3호선,지하철3호선,14,동대입구,동대입구,東大入口,东国大学,Dongguk Univ.,トンデイック,37.559052,127.005602,11020,중구,서울특별시 중구 동호로 지하256(장충동2가),서울특별시 중구 장충동2가 199-3 동대입구역(3호선),02-6110-3321
323,333,3,3호선,지하철3호선,15,약수,약수,藥水,药水,Yaksu,ヤクス,37.55434,127.010655,11020,중구,서울특별시 중구 다산로 지하122(신당동),서울특별시 중구 신당동 369-44 약수역(3호선),02-6110-3331
324,334,3,3호선,지하철3호선,16,금호,금호,金湖,金湖,Geumho,クムホ,37.548034,127.015872,11040,성동구,서울특별시 성동구 동호로 지하104(금호동4가),서울특별시 성동구 금호동4가 1470 금호역(3호선),02-6110-3341
325,335,3,3호선,지하철3호선,17,옥수,옥수,玉水,玉水,Oksu,オクス,37.540685,127.017965,11040,성동구,서울특별시 성동구 동호로 21(옥수동),서울특별시 성동구 옥수동 168-1 옥수역(3호선),02-6110-3351
326,336,3,3호선,지하철3호선,18,압구정,압구정,狎鷗亭,狎鸥亭,Apgujeong,アックジョン,37.527072,127.028461,11230,강남구,서울특별시 강남구 압구정로 지하172(신사동),서울특별시 강남구 신사동 668 압구정역(3호선),02-6110-3361
327,337,3,3호선,지하철3호선,19,신사,신사,新沙,新沙,Sinsa,シンサ,37.516334,127.020114,11230,강남구,서울특별시 강남구 도산대로 지하102(신사동),서울특별시 강남구 신사동 667 신사역(3호선),02-6110-3371
328,338,3,3호선,지하철3호선,20,잠원,잠원,蠶院,蚕院,Jamwon,チャムォン,37.512759,127.01122,11220,서초구,서울특별시 서초구 잠원로4길 지하46(잠원동),서울특별시 서초구 잠원동 100-1 잠원역(3호선),02-6110-3381
329,339,3,3호선,지하철3호선,21,고속터미널,고속터미널,高速터미널,高速巴士客运站,Express Bus Terminal,コソクターミナル,37.50481,127.004943,11220,서초구,서울특별시 서초구 신반포로 지하188(반포동),서울특별시 서초구 반포동 19-11 고속터미널역(3호선),02-6110-3391
330,340,3,3호선,지하철3호선,22,교대(법원.검찰청),교대|법원|검찰청,敎 大(法院.檢察廳),首尔教育大学(法院.检察厅),Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),キョデ ,37.493415,127.01408,11220,서초구,서울특별시 서초구 서초대로 지하294(서초동),서울특별시 서초구 서초동 1748-4 교대역(3호선),02-6110-3401
331,341,3,3호선,지하철3호선,23,남부터미널(예술의전당),남부터미널|예술의전당,南部터미널(藝術의殿堂),南部客运站(艺术殿堂),Nambu Bus Terminal (Seoul Arts Center),ナンブターミナル,37.485013,127.016189,11220,서초구,서울특별시 서초구 서초중앙로 지하31(서초동),서울특별시 서초구 서초동 1748-30 남부터미널역(3호선),02-6110-3411
332,342,3,3호선,지하철3호선,24,양재(서초구청),양재|서초구청,良才(瑞草區廳),良才(瑞草区厅),Yangjae (Seocho-gu Office),ヤンジェ,37.484147,127.034631,11220,서초구,서울특별시 서초구 남부순환로 지하2585(서초동),서울특별시 서초구 서초동 1366-9 양재역(3호선),02-6110-3421
333,343,3,3호선,지하철3호선,25,매봉,매봉,매봉,梅峰,Maebong,メボン,37.486947,127.046769,11230,강남구,서울특별시 강남구 남부순환로 지하2744(도곡동),서울특별시 강남구 도곡동 179-2 매봉역(3호선),02-6110-3431
334,344,3,3호선,지하철3호선,26,도곡,도곡,道谷,道谷,Dogok,トゴク,37.490858,127.055381,11230,강남구,서울특별시 강남구 남부순환로 지하2814(도곡동),서울특별시 강남구 도곡동 339-2 도곡역(3호선),02-6110-3441
335,345,3,3호선,지하철3호선,27,대치,대치,大峙,大峙,Daechi,テチ,37.494612,127.063642,11230,강남구,서울특별시 강남구 남부순환로 지하2952(대치동),서울특별시 강남구 대치동 317-3 대치역(3호선),02-6110-3451
336,346,3,3호선,지하철3호선,28,학여울,학여울,鶴여울,鹤滩,Hangnyeoul,ハンニョウル,37.496663,127.070594,11230,강남구,서울특별시 강남구 남부순환로 지하3104(대치동),서울특별시 강남구 대치동 514-3 학여울역(3호선),02-6110-3461
337,347,3,3호선,지하철3호선,29,대청,대청,대청,大厅,Daecheong,テチョン,37.493514,127.079532,11230,강남구,서울특별시 강남구 일원로 지하2(일원동),서울특별시 강남구 일원동 700-9 대청역(3호선),02-6110-3471
338,348,3,3호선,지하철3호선,30,일원,일원,逸院,逸院,Irwon,イルォン,37.483681,127.08439,11230,강남구,서울특별시 강남구 일원로 지하121(일원동),서울특별시 강남구 일원동 717 일원역(3호선),02-6110-3481
339,349,3,3호선,지하철3호선,31,수서,수서,水西,水西,Suseo,スソ,37.487371,127.10188,11230,강남구,서울특별시 강남구 광평로 지하270(수서동),서울특별시 강남구 수서동 728 수서역(3호선),02-6110-3491
340,350,3,3호선,지하철3호선,32,가락시장,가락시장,可樂市長,可乐市场,Garak Market,カラク・シジャン,37.492522,127.118234,11240,송파구,서울특별시 송파구 송파대로 지하257(가락동),서울특별시 송파구 가락동 184-23 가락시장역(3호선),02-6110-3501
341,351,3,3호선,지하철3호선,33,경찰병원,경찰병원,警察病院,警察医院,National Police Hospital,キョンチャル・ピョンウォン,37.495918,127.12454,11240,송파구,서울특별시 송파구 중대로 지하149(가락동),서울특별시 송파구 가락동 10-15 경찰병원역(3호선),02-6110-3511
342,352,3,3호선,지하철3호선,34,오금,오금,梧琴,梧琴,Ogeum,オグム,37.502162,127.128111,11240,송파구,서울특별시 송파구 오금로 지하321(오금동),서울특별시 송파구 오금동 44-2 오금역(3호선),02-6110-3521
409,409,4,4호선,지하철4호선,1,당고개,당고개,당고개,堂岭,Danggogae,タンゴゲ,37.670272,127.079066,11110,노원구,서울특별시 노원구 상계로 305(상계동),서울특별시 노원구 상계동 111 당고개역(4호선),02-6110-4091
410,410,4,4호선,지하철4호선,2,상계,상계,上溪,上溪,Sanggye,サンゲ,37.660878,127.073572,11110,노원구,서울특별시 노원구 상계로 182(상계동),서울특별시 노원구 상계동 156-203 상계역(4호선),02-6110-4101
411,411,4,4호선,지하철4호선,3,노원,노원,蘆原,芦原,Nowon,ノウォン,37.655128,127.061368,11110,노원구,서울특별시 노원구 상계로 69-1(상계동),서울특별시 노원구 상계동 602-5 노원역(4호선),02-6110-4111
412,412,4,4호선,지하철4호선,4,창동,창동,倉洞,仓洞,Changdong,チャンドン,37.653166,127.047731,11100,도봉구,서울특별시 도봉구 마들로11길 77(창동),서울특별시 도봉구 창동 135-1 창동역(4호선),02-6110-4121
413,413,4,4호선,지하철4호선,5,쌍문,쌍문,雙門,双门,Ssangmun,サンムン,37.648627,127.034709,11100,도봉구,서울특별시 도봉구 도봉로 지하 486-1(창동),서울특별시 도봉구 창동 703-4 쌍문역(4호선),02-6110-4131
414,414,4,4호선,지하철4호선,6,수유(강북구청),수유|강북구청,水踰(江北區廳),水逾(江北区厅),Suyu (Gangbuk-gu Office),スユ,37.638052,127.025732,11090,강북구,서울특별시 강북구 도봉로 지하338(수유동),서울특별시 강북구 수유동 140 수유역(4호선),02-6110-4141
